sigma,sigma_index,realization,h0_bottleneck,h0_total_persistence_absent,h0_total_persistence_present,h0_total_persistence_delta,h0_max_persistence_absent,h0_max_persistence_present,h0_max_persistence_delta,h0_persistence_entropy_absent,h0_persistence_entropy_present,h0_persistence_entropy_delta,h0_n_persistent_absent,h0_n_persistent_present,h0_n_persistent_delta,h0_landscape_l2_absent,h0_landscape_l2_present,h0_landscape_l2_delta,h1_bottleneck,h1_total_persistence_absent,h1_total_persistence_present,h1_total_persistence_delta,h1_max_persistence_absent,h1_max_persistence_present,h1_max_persistence_delta,h1_persistence_entropy_absent,h1_persistence_entropy_present,h1_persistence_entropy_delta,h1_n_persistent_absent,h1_n_persistent_present,h1_n_persistent_delta,h1_landscape_l2_absent,h1_landscape_l2_present,h1_landscape_l2_delta
2.981503715202692,56,0,0.36195516143297335,4983.827651285499,4984.177870118369,0.35021883287026867,10.378540910916017,10.378540910916017,0.0,7.248107772479214,7.2482114207715815,0.00010364829236753081,1716.0,1716.0,0.0,93.99506481662236,94.01982394591397,0.024759129291609838,0.31901822073865005,9337.306229749107,9337.864306301024,0.5580765519171109,11.732510878644732,11.732510788798958,-8.984577348769562e-08,7.7946471335235685,7.794740248125809,9.311460224026291e-05,2999.0,2999.0,0.0,140.5488224332463,140.55117509889692,0.002352665650619201
2.981503715202692,56,1,0.24423100112233603,4893.207251983959,4893.0422351330835,-0.16501685087587248,9.460269991573316,9.382732503961103,-0.07753748761221324,7.254251385300391,7.254335043857334,8.365855694325575e-05,1729.0,1728.0,-1.0,91.36645391714269,91.32705222197569,-0.039401695167001094,0.27535428889525587,9411.631794607123,9411.939959851157,0.30816524403417134,15.234683066763516,15.234683066763516,0.0,7.805648632256245,7.805643649400848,-4.982855397628327e-06,3014.0,3014.0,0.0,139.8317754582583,139.85898192768227,0.02720646942395888
2.981503715202692,56,2,0.27748327407181217,4978.20057977091,4976.584347427579,-1.6162323433309211,10.14851446328538,10.14470398285279,-0.0038104804325911346,7.243714575715659,7.243470844239512,-0.0002437314761465359,1711.0,1709.0,-2.0,95.67328741146392,95.65081736086348,-0.0224700506004325,0.4215649890868312,9459.249008529816,9457.564762489263,-1.684246040553262,12.370072858442452,12.370072858442452,0.0,7.795880637573832,7.795928769403451,4.8131829618824895e-05,2996.0,2996.0,0.0,143.24173714616686,143.17926973636165,-0.06246740980520826
2.981503715202692,56,3,0.2965706785647342,5067.649658486094,5067.472335691311,-0.17732279478332202,11.078091520112217,11.078091520112217,0.0,7.2451050060058595,7.245209572365736,0.00010456635987665663,1724.0,1726.0,2.0,96.77662533892475,96.75150318360345,-0.025122155321298578,0.26684565013411976,9480.640234760103,9481.175881010791,0.5356462506879325,11.34304803598513,11.34304803598513,0.0,7.802351457483531,7.802438978898046,8.752141451484619e-05,3010.0,3010.0,0.0,141.37156562124065,141.37090525321858,-0.0006603680220678143
2.981503715202692,56,4,0.4274274685912082,4982.440958380466,4983.418663348238,0.9777049677713876,10.185287628465037,10.185287628467371,2.334132886971929e-12,7.2217825234641495,7.221800294316687,1.7770852537069004e-05,1678.0,1679.0,1.0,96.39500389187405,96.45589428551826,0.06089039364420046,0.6723134642032178,9424.435488673435,9426.130402564788,1.6949138913532806,14.875968681717978,14.875968681717978,0.0,7.791266909866694,7.791305389144192,3.847927749767166e-05,2966.0,2966.0,0.0,142.320007553693,142.3838112762879,0.06380372259491196
2.981503715202692,56,5,0.46757396818481844,4948.47681896284,4948.553549351818,0.0767303889779214,10.161540200457408,10.161540200457408,0.0,7.246245342023393,7.24626806977989,2.2727756497253893e-05,1718.0,1718.0,0.0,93.97727428145565,93.98218818241708,0.0049139009614265206,0.3120897649145679,9298.153118819711,9298.445136020047,0.29201720033597667,12.449876214753893,12.449876214753893,0.0,7.78620700609085,7.786003704303511,-0.0002033017873390719,2968.0,2968.0,0.0,140.9963407556652,141.04503356020047,0.048692804535278356
2.981503715202692,56,6,0.2253258100225758,4993.601619598173,4993.0560023114895,-0.5456172866834095,9.794906074299881,9.794906071118247,-3.181634511406628e-09,7.249531971365693,7.249395306859276,-0.00013666450641736105,1727.0,1726.0,-1.0,95.00442794442314,94.98711015062256,-0.0173177938005864,0.28654999488794575,9627.183436414096,9627.332358991032,0.1489225769364566,13.255362725117072,13.267772199079216,0.01240947396214409,7.812201583592128,7.8123333709266145,0.00013178733448615532,3033.0,3032.0,-1.0,144.71993660972623,144.68727420280462,-0.032662406921616594
2.981503715202692,56,7,0.7788218740956078,4897.876545945523,4898.278327334621,0.4017813890986872,10.76330729539189,11.54210807846308,0.7788007830711905,7.254797587727785,7.254723186726451,-7.44010013340457e-05,1739.0,1740.0,1.0,92.19043483423341,92.32654422593333,0.1361093916999181,0.2384776040639512,9466.9492445923,9466.899244873528,-0.04999971877259668,11.839981746382389,11.839981746382389,0.0,7.795358468047491,7.795265581099804,-9.288694768638805e-05,2990.0,2989.0,-1.0,141.57421251002444,141.6050483654253,0.030835855400852097
2.981503715202692,56,8,0.3835393864720106,5101.161730732161,5101.592508935129,0.430778202968213,11.013920886849352,11.0054405066894,-0.008480380159952006,7.249426039770046,7.249341999311641,-8.404045840482155e-05,1719.0,1719.0,0.0,98.29596633491511,98.36803707018248,0.07207073526737418,0.280757565845132,9209.928538712249,9210.843986364805,0.915447652556395,11.474138795859512,11.474138783998391,-1.1861120086109622e-08,7.767804746251047,7.7679084751876575,0.00010372893661081406,2922.0,2923.0,1.0,140.82855333246783,140.8291445093392,0.0005911768713531274
2.981503715202692,56,9,0.36371925438960806,5032.506932373164,5032.211865407598,-0.2950669655656384,11.365166948540946,11.365166948540812,-1.3322676295501878e-13,7.264315568041543,7.26428976181223,-2.5806229313474205e-05,1740.0,1740.0,0.0,94.5083873323083,94.53258583219015,0.02419849988184808,0.5321788412491446,9421.563179554258,9421.691312060811,0.12813250655381125,12.363867063905106,12.363867063905106,0.0,7.789508239918902,7.7895120034552825,3.7635363803190103e-06,2993.0,2994.0,1.0,142.9756433899933,143.00164824091615,0.026004850922845435
2.981503715202692,56,10,0.5098963059457855,5055.1310202336845,5054.712578499441,-0.41844173424306064,10.394417993810224,10.351320996147715,-0.043096997662509295,7.242573858250138,7.242391280745876,-0.00018257750426187158,1684.0,1684.0,0.0,94.9157573355888,94.92710055716643,0.01134322157763279,0.3050448559525765,9365.252821561877,9364.71656183146,-0.5362597304174415,11.502142299581273,11.502142299581273,0.0,7.778086641746601,7.778047624301693,-3.901744490786285e-05,2937.0,2935.0,-2.0,142.30865473806327,142.26698445268207,-0.04167028538120121
2.981503715202692,56,11,0.19699083673987797,4935.772216611809,4936.282398955937,0.5101823441282249,11.613742809499175,11.604423858719908,-0.009318950779267254,7.25443284430444,7.2544684377688915,3.5593464451366685e-05,1707.0,1705.0,-2.0,92.05115110073912,92.04930567689006,-0.0018454238490619446,0.43883769230745917,9223.282428983794,9224.087415872766,0.8049868889720528,11.811385945081422,11.811385945081422,0.0,7.776601848589211,7.776607020791126,5.1722019156486e-06,2938.0,2938.0,0.0,140.14731755313053,140.1614590742324,0.014141521101862509
2.981503715202692,56,12,0.40782747553351334,4907.926316082425,4907.755561140959,-0.17075494146592973,10.532155250848149,10.532155250848149,0.0,7.244833014612054,7.244739662224456,-9.335238759788922e-05,1719.0,1720.0,1.0,92.83830171720089,92.80632915098333,-0.03197256621756139,0.4961613011756208,9478.155200227542,9478.2148328183,0.05963259075724636,13.675115574686032,13.675115574686032,0.0,7.7984585320537985,7.798415514644743,-4.3017409055323697e-05,3008.0,3008.0,0.0,142.38844897984808,142.36912455724902,-0.019324422599055424
2.981503715202692,56,13,0.43254312131476136,4953.199502302122,4952.761326223079,-0.43817607904293254,11.203590810156681,11.203590810156681,0.0,7.243484493544162,7.243450689787941,-3.3803756220862624e-05,1713.0,1713.0,0.0,94.22690206997822,94.22165101826307,-0.005251051715148947,0.6609631856803586,9467.768102402457,9467.205074427617,-0.5630279748402245,12.124500147500003,12.124505992055393,5.844555390766004e-06,7.784003073111256,7.784075954228891,7.288111763514848e-05,2964.0,2963.0,-1.0,144.51007295996,144.49109852909314,-0.018974430866876446
2.981503715202692,56,14,0.5220400625370324,4891.213262013714,4891.401724104028,0.18846209031471517,10.201717495193591,10.201717495193593,1.7763568394002505e-15,7.246862661852132,7.2469545327523965,9.187090026419042e-05,1716.0,1716.0,0.0,92.21935612071543,92.19778565730368,-0.02157046341174862,0.23972696347873412,9300.225176437856,9301.097329747437,0.8721533095813356,13.308792343820704,13.320114074253734,0.011321730433030197,7.789700138312694,7.789809901864037,0.00010976355134317828,2984.0,2983.0,-1.0,140.91028097583037,140.91317408566593,0.0028931098355542417
2.981503715202692,56,15,0.496691224006409,5121.297920442159,5120.175303288885,-1.1226171532744047,10.105866932986661,10.10586693298666,-1.7763568394002505e-15,7.279219680667685,7.279121628866635,-9.805180105004752e-05,1777.0,1777.0,0.0,95.24555912939472,95.21369193754016,-0.031867191854558996,0.2744666113662765,9318.673655317141,9317.568878661561,-1.104776655580281,11.725512948132854,11.7255255801198,1.2631986946232132e-05,7.77975256349912,7.779643128895241,-0.00010943460387835557,2962.0,2962.0,0.0,142.96714622241953,142.99179922382444,0.02465300140491422
3.1164379626282335,57,0,0.32462853838679717,5189.127727196248,5188.467166776805,-0.6605604194428452,10.909067189114904,10.909067189114904,0.0,7.254282634866725,7.254244383524673,-3.82513420520425e-05,1718.0,1718.0,0.0,99.67954856045336,99.66255884259526,-0.016989717858095332,0.35305507363841415,9881.729552149383,9880.923489029086,-0.8060631202970399,14.115300986228991,14.115300986228991,0.0,7.793677167781932,7.793740718214781,6.35504328485581e-05,2993.0,2994.0,1.0,152.60244680713944,152.53103457082253,-0.07141223631691673
3.1164379626282335,57,1,0.1732878897453334,5273.5839921100005,5272.682616802047,-0.9013753079534581,10.638704754121651,10.638704754124214,2.5632829192545614e-12,7.2642217499490584,7.264300952609841,7.920266078276228e-05,1736.0,1736.0,0.0,100.40420958196214,100.35472660151827,-0.04948298044386945,0.2970854792494158,9572.740447590659,9571.468044502719,-1.2724030879398924,11.921659199104939,11.92291588368158,0.00125668457664041,7.777051666330736,7.7770269198686455,-2.4746462090163845e-05,2915.0,2913.0,-2.0,147.14136196096618,147.11373394538288,-0.027628015583303522
3.1164379626282335,57,2,0.39997447654357204,5252.707012496219,5253.42784874205,0.7208362458304691,11.561441095217814,11.561441095217697,-1.1723955140041653e-13,7.2343315821503795,7.234411179496096,7.959734571638677e-05,1720.0,1720.0,0.0,105.2709188235238,105.27893684843494,0.0080180249111379,0.27374309215105497,9583.449589639888,9583.319853423845,-0.12973621604214713,12.361477874618004,12.361477874618004,0.0,7.766312183511742,7.766343954111646,3.177059990377984e-05,2903.0,2903.0,0.0,150.56716115455723,150.56891296782268,0.0017518132654572582
3.1164379626282335,57,3,0.3884722002438938,5217.416592747055,5217.440227383109,0.023634636054339353,11.990998587454293,11.990998587454293,0.0,7.244660937854521,7.244497714587905,-0.0001632232666155531,1710.0,1710.0,0.0,101.38536037022264,101.3774432972263,-0.00791707299633515,0.3765139804298421,9751.094463243662,9750.54043228332,-0.554030960342061,13.995949834064335,14.005917763282582,0.009967929218246852,7.775208646840895,7.775113160528258,-9.548631263633922e-05,2945.0,2943.0,-2.0,154.03828440839013,154.05536107303408,0.017076664643951744
3.1164379626282335,57,4,0.42143903946244876,5300.442600379125,5300.051243722326,-0.3913566567989619,11.225386318113376,11.225379459463868,-6.858649507890391e-06,7.255152158801193,7.254951859174755,-0.0002002996264387491,1717.0,1717.0,0.0,102.45075445407039,102.49535585280722,0.04460139873683033,0.25409512748253515,9930.947209982696,9929.584248472911,-1.3629615097852366,13.763475773340003,13.935889914015979,0.1724141406759756,7.781939736947451,7.781881049096125,-5.868785132623344e-05,2953.0,2952.0,-1.0,154.91386424487135,154.9272191025407,0.013354857669355624
3.1164379626282335,57,5,0.2705178882874707,5307.367083694183,5305.925235916148,-1.441847778034571,11.69647743201408,11.696477432014053,-2.6645352591003757e-14,7.258387933875793,7.258362394885039,-2.5538990753304347e-05,1745.0,1745.0,0.0,103.82862030811448,103.76027750358783,-0.06834280452665098,0.24025948580272594,9649.616189397637,9647.920739759546,-1.6954496380913042,14.53261628796948,14.532593872795294,-2.2415174186107834e-05,7.777955259711857,7.777950412009478,-4.847702379073837e-06,2966.0,2965.0,-1.0,150.90561258397085,150.84423409637247,-0.061378487598375386
3.1164379626282335,57,6,0.9138748735334664,5225.734487065261,5225.409868121007,-0.32461894425432547,11.919868892516893,11.928284477506716,0.008415584989823088,7.244611985294676,7.244792534338725,0.00018054904404873895,1722.0,1723.0,1.0,102.13222034893212,102.05594275806213,-0.0762775908699922,0.2242165576579534,9827.087690960387,9828.095326593711,1.0076356333247531,12.34720502357215,12.34720502357215,0.0,7.784982828819311,7.785036690373848,5.386155453646069e-05,2982.0,2983.0,1.0,154.20864529147465,154.23793652365111,0.02929123217646179
3.1164379626282335,57,7,0.5989549837962107,5281.983288202919,5280.452043640781,-1.5312445621375446,11.827938386613873,11.827938330168921,-5.644495182366427e-08,7.241498506884334,7.241724901095771,0.00022639421143733074,1719.0,1720.0,1.0,104.40672516019364,104.34527200761303,-0.06145315258061146,0.3803794720686656,9567.902840294002,9567.011880149528,-0.8909601444738655,14.263291937782167,14.263291937782167,0.0,7.773493311251562,7.7735621633345975,6.88520830358641e-05,2927.0,2927.0,0.0,148.93825459348554,148.89665748890823,-0.041597104577306254
3.1164379626282335,57,8,0.4139715949345897,5313.14799598401,5311.963049551394,-1.184946432616016,11.499305486135633,11.510984053106029,0.01167856697039582,7.239867882007935,7.239834128076213,-3.3753931722557695e-05,1710.0,1709.0,-1.0,104.56250068372665,104.55481288330613,-0.007687800420526969,0.5304110950060592,9717.842005135986,9717.22564070769,-0.6163644282969472,13.940989154541738,13.940989154541738,0.0,7.788252798345383,7.788219926934043,-3.2871411339563394e-05,2973.0,2972.0,-1.0,151.09954181184256,151.0597596487057,-0.03978216313686289
3.1164379626282335,57,9,0.41365660387851017,5108.883678167464,5108.547883494296,-0.3357946731675838,11.62618664565543,11.62618664565543,0.0,7.256631798000781,7.25643228821491,-0.00019950978587068846,1740.0,1740.0,0.0,97.99617051619168,98.00731104504523,0.011140528853545106,0.4731165563261789,9906.648396126611,9906.092611073662,-0.5557850529494317,13.054737382941532,13.054737382941532,0.0,7.791064224690326,7.791052316675719,-1.190801460726476e-05,2965.0,2966.0,1.0,152.77388197089184,152.76552144149244,-0.00836052939939691
3.1164379626282335,57,10,0.21880252862003322,5363.6062698550095,5363.587978550531,-0.018291304478225356,11.772620057643453,11.77261997000097,-8.76424817164434e-08,7.27816416244594,7.2782794707865115,0.00011530834057182915,1773.0,1774.0,1.0,102.22640101298083,102.2008710438101,-0.02552996917073358,0.3056537622610857,9642.196718760353,9642.729185527705,0.5324667673521617,12.895323854199535,12.895323854199535,0.0,7.789236052461453,7.789320131708587,8.40792471343832e-05,2939.0,2937.0,-2.0,146.3164967890952,146.32097108262622,0.0044742935310182474
3.1164379626282335,57,11,0.25854207594063816,5178.863875980654,5177.042963115579,-1.820912865074206,10.330681772629495,10.330681772629495,0.0,7.2507610249807115,7.250715955411302,-4.506956940986129e-05,1716.0,1716.0,0.0,98.15489422492202,98.10768356114626,-0.047210663775757666,0.4827999705734839,9593.286211351256,9591.505528537698,-1.7806828135580872,13.836793392729227,13.836793392729227,0.0,7.782140839640671,7.7822315309199075,9.069127923666542e-05,2958.0,2961.0,3.0,148.013036108936,147.9696277640636,-0.04340834487240386
3.1164379626282335,57,12,0.27789755704345886,5187.696486283616,5187.415255929402,-0.2812303542141308,9.724710095331906,9.724710095331906,0.0,7.264042636311296,7.2639392186375344,-0.0001034176737615411,1742.0,1742.0,0.0,98.3305794837338,98.33304514691773,0.002465663183926381,0.42094530753113546,9760.681752015631,9761.209736224248,0.5279842086165445,12.333190215442373,12.333189126169312,-1.0892730610834178e-06,7.78334141198591,7.7832513667770735,-9.004520883681977e-05,2944.0,2943.0,-1.0,151.05769062910773,151.08233762556551,0.024646996457789783
3.1164379626282335,57,13,0.40985731064826714,5241.994574068656,5242.965713432224,0.9711393635679997,10.929100299350466,10.929099777627403,-5.217230629739333e-07,7.246379532380788,7.246129785184088,-0.00024974719669934586,1728.0,1728.0,0.0,102.38028169296688,102.44403407701996,0.06375238405308892,0.5029028844356991,9912.631035481681,9912.743244320838,0.11220883915666491,11.655392168566229,11.655392168566229,0.0,7.7930681098418795,7.7931485356238435,8.042578196398864e-05,2954.0,2954.0,0.0,151.80439348846429,151.79136976603317,-0.013023722431114493
3.1164379626282335,57,14,0.40957653767910085,5134.3406469892525,5134.862978620113,0.522331630860208,10.798213475273858,10.798213475273858,0.0,7.243665494718702,7.243730456314317,6.496159561564241e-05,1721.0,1721.0,0.0,99.5264571721983,99.52929317134786,0.0028359991495534587,0.6635927168094378,9680.938497930812,9681.989585850853,1.0510879200410272,13.404649226843985,13.404649226843985,0.0,7.7772765581305165,7.77729227434991,1.5716219393446806e-05,2947.0,2947.0,0.0,150.30960392293574,150.32990812439806,0.02030420146232359
3.1164379626282335,57,15,0.27866456503206277,5253.732340306661,5252.808499324627,-0.9238409820345623,10.560502075533835,10.560505710392317,3.6348584817602614e-06,7.224296272853336,7.224283211796603,-1.3061056733043586e-05,1706.0,1707.0,1.0,105.94875222886452,105.90791698179197,-0.040835247072550374,0.3000110788253949,9734.910418692332,9734.061125560162,-0.8492931321707147,13.208114955199163,13.208114955199163,0.0,7.777103782087895,7.777139111401124,3.532931322869359e-05,2937.0,2937.0,0.0,152.96831913747246,152.96009727485978,-0.008221862612685982
