sigma,sigma_index,realization,h0_bottleneck,h0_total_persistence_absent,h0_total_persistence_present,h0_total_persistence_delta,h0_max_persistence_absent,h0_max_persistence_present,h0_max_persistence_delta,h0_persistence_entropy_absent,h0_persistence_entropy_present,h0_persistence_entropy_delta,h0_n_persistent_absent,h0_n_persistent_present,h0_n_persistent_delta,h0_landscape_l2_absent,h0_landscape_l2_present,h0_landscape_l2_delta,h1_bottleneck,h1_total_persistence_absent,h1_total_persistence_present,h1_total_persistence_delta,h1_max_persistence_absent,h1_max_persistence_present,h1_max_persistence_delta,h1_persistence_entropy_absent,h1_persistence_entropy_present,h1_persistence_entropy_delta,h1_n_persistent_absent,h1_n_persistent_present,h1_n_persistent_delta,h1_landscape_l2_absent,h1_landscape_l2_present,h1_landscape_l2_delta
2.4977147016352923,52,13,0.15940653221724171,4228.644819572339,4228.022321896906,-0.6224976754328964,9.015185731827147,9.015185732394523,5.673754799317976e-10,7.243429808625345,7.243706227206613,0.00027641858126781216,1701.0,1702.0,1.0,73.92950158648355,73.89131756379037,-0.0381840226931871,0.5871748759893701,7903.090665177056,7902.504905187361,-0.5857599896944521,11.246991224177485,11.246991196702778,-2.7474706953967143e-08,7.7876139074929664,7.787569943875102,-4.39636178644065e-05,2951.0,2951.0,0.0,109.68727027550419,109.68267260278954,-0.00459767271465239
2.4977147016352923,52,14,0.2030702726034756,4164.459058880251,4164.094917323368,-0.3641415568836237,9.436638275899654,9.431931071323675,-0.004707204575979063,7.2336799940618,7.233442873980763,-0.00023712008103782267,1705.0,1704.0,-1.0,73.82267789659984,73.84330253962386,0.02062464302402134,0.43671649952254693,7783.435704925892,7782.570798501678,-0.8649064242144959,11.299910749684459,10.99100281426876,-0.3089079354156983,7.799412888859731,7.799492778476045,7.988961631433256e-05,2988.0,2989.0,1.0,106.22592610003227,106.15510720504744,-0.07081889498482496
2.4977147016352923,52,15,0.21977560479967595,4250.974667015441,4250.332933654583,-0.6417333608578701,8.600922706785834,8.60092191581125,-7.909745836087723e-07,7.249580671297811,7.249635989297557,5.531799974622942e-05,1712.0,1713.0,1.0,74.39888969456838,74.37094290638413,-0.027946788184252114,0.3334528620594761,7688.0278823303415,7686.568436428818,-1.4594459015233952,10.08932276466633,10.08932276466633,0.0,7.786804311034443,7.786932400429645,0.00012808939520247975,2969.0,2970.0,1.0,105.15821633515587,105.10770893462688,-0.05050740052898561
2.610754055512453,53,0,0.1680433244779813,4234.58629521026,4233.614558179426,-0.9717370308335376,10.01224320256605,10.01224320256605,0.0,7.2419801179248084,7.241791550867413,-0.00018856705739533908,1697.0,1698.0,1.0,74.67111074290123,74.65606012890939,-0.015050613991846262,0.4274337844555844,8408.914151886129,8407.802145398033,-1.1120064880960854,10.597940389035823,10.596009934900135,-0.0019304541356888194,7.79572856726586,7.7957194266413135,-9.140624546155607e-06,2988.0,2988.0,0.0,119.31647302511483,119.30834431188669,-0.008128713228146012
2.610754055512453,53,1,0.2801808383233879,4467.5655360473265,4467.224388899073,-0.34114714825318515,8.716032266680402,8.716229721650327,0.00019745496992484846,7.2781000213938665,7.278045755358566,-5.426603530089835e-05,1765.0,1764.0,-1.0,77.25730397616874,77.24811850038581,-0.009185475782928165,0.30137005900638125,8083.9017779008645,8083.352765058245,-0.549012842619959,9.970428321036628,9.970428321036628,0.0,7.77303370867333,7.773077213498638,4.3504825308460227e-05,2913.0,2912.0,-1.0,115.17036645557013,115.16482210045668,-0.0055443551134573
2.610754055512453,53,2,0.2443839245471875,4326.642956959127,4327.920990004503,1.2780330453761053,11.425955524516686,11.425955524324008,-1.9267787365606637e-10,7.249526185936703,7.249660308362347,0.0001341224256439233,1720.0,1723.0,3.0,77.07630844464882,77.1174640063603,0.04115556171147716,0.7562517591244771,8142.878054102078,8143.844747646061,0.9666935439827284,11.075598316101477,11.076787619479415,0.0011893033779379891,7.7860831906535966,7.786223179924672,0.00013998927107561343,2956.0,2955.0,-1.0,114.76369054385675,114.73074786812123,-0.03294267573552645
2.610754055512453,53,3,0.32915261811544844,4378.531868033672,4378.264579894724,-0.2672881389480608,9.907148045779751,9.907148045779751,0.0,7.25755747261066,7.257470876952842,-8.659565781776735e-05,1741.0,1741.0,0.0,77.27909829537778,77.2881732745947,0.009074979216919132,0.22502627181253554,8338.57987656506,8337.827302682836,-0.7525738822241692,11.8857014395143,11.8857014395143,0.0,7.804248184472452,7.804534990263507,0.0002868057910552224,3046.0,3047.0,1.0,117.45862999035486,117.35999342065253,-0.09863656970233592
2.610754055512453,53,4,0.2015422210463218,4380.8737117730525,4379.897250618784,-0.9764611542686907,8.870068505016498,8.870068505016498,0.0,7.260664220515353,7.260758130142661,9.390962730826402e-05,1737.0,1737.0,0.0,76.70197910374553,76.67978310969698,-0.022195994048544776,0.3188079460496207,8243.914551423255,8243.316704926285,-0.5978464969703055,9.75395534977585,9.75395534977585,0.0,7.78437073808476,7.784467346766286,9.660868152572277e-05,2965.0,2964.0,-1.0,117.72269442016038,117.65246457476808,-0.07022984539230492
2.610754055512453,53,5,0.32187295808836147,4347.898692051859,4347.957189977344,0.0584979254845166,9.31569078437391,9.315691337634538,5.53260628421981e-07,7.250616787224992,7.250539806473652,-7.698075133966142e-05,1719.0,1718.0,-1.0,76.92326390810877,76.95465473134962,0.03139082324085507,0.20057906451274643,8077.969784478164,8077.250663920919,-0.7191205572453327,10.823846434360103,10.823846434360103,0.0,7.784051449740292,7.783903616495034,-0.00014783324525780017,2971.0,2970.0,-1.0,114.78755377627589,114.79625912679904,0.008705350523158017
2.610754055512453,53,6,0.5300556051430434,4360.01733902549,4359.107332362975,-0.9100066625151157,9.208491142741671,9.208491142741671,0.0,7.245324498602634,7.244967519523387,-0.00035697907924703287,1716.0,1716.0,0.0,77.78355619684406,77.81379662724872,0.0302404304046604,0.3547623063633115,8201.357548713419,8201.26380942199,-0.09373929142930137,12.389295999432353,12.389295998715218,-7.171347959911145e-10,7.789805169894498,7.789948306351548,0.00014313645704966405,2971.0,2974.0,3.0,115.85384023089131,115.82577892484588,-0.02806130604543
2.610754055512453,53,7,0.4503742307979196,4357.271960711552,4356.890674153255,-0.3812865582976883,8.39429245072745,8.39429245072745,0.0,7.250682543731322,7.250817672782376,0.00013512905105450557,1729.0,1730.0,1.0,77.1675945262983,77.12454213411314,-0.043052392185160215,0.3311609177302366,8145.85731000113,8145.812892878424,-0.04441712270636344,10.11097600425394,10.11097600425394,0.0,7.783668327597859,7.783774761714692,0.00010643411683375348,2984.0,2983.0,-1.0,115.71165187379609,115.69480066720696,-0.016851206589123535
2.610754055512453,53,8,0.31824688093525594,4273.51783485204,4273.319554066882,-0.1982807851582038,9.299744144484118,9.299744144484118,0.0,7.2469132540249195,7.246979441064012,6.618703909211376e-05,1716.0,1716.0,0.0,74.4626073425387,74.47733346281382,0.014726120275113885,0.20687348383862914,8160.482642445622,8159.152969219304,-1.3296732263179365,10.986582045938047,10.986582045939233,1.1866063687193673e-12,7.784069675273353,7.783933930844997,-0.00013574442835651013,2958.0,2957.0,-1.0,115.5599408214528,115.5077292834488,-0.05221153800400202
2.610754055512453,53,9,0.18964148474189002,4386.667404060297,4386.718659047361,0.051254987064567104,9.103758164615758,9.103758164615737,-2.1316282072803006e-14,7.2515508703958655,7.2514568697433335,-9.400065253206691e-05,1723.0,1723.0,0.0,77.8299939599591,77.81202769211434,-0.017966267844755635,0.23815718352915874,8098.701111037821,8097.883297202898,-0.8178138349230721,10.028914262829462,10.028914262829462,0.0,7.799529771540406,7.79941325662331,-0.00011651491709674389,2986.0,2986.0,0.0,112.50379062959216,112.50163884838294,-0.002151781209221326
2.610754055512453,53,10,0.2753444737377527,4284.593728834774,4283.993546167062,-0.6001826677120334,8.663706725878798,8.663706725878798,0.0,7.237504378945625,7.237558436899523,5.40579538981234e-05,1716.0,1718.0,2.0,77.17129164513635,77.15825822770326,-0.013033417433092609,0.49162927566013526,8107.62661193549,8106.970761410606,-0.6558505248831352,10.520836582687213,10.520836582687213,0.0,7.800338965717617,7.800390473132658,5.150741504067469e-05,3003.0,3003.0,0.0,112.93883406267588,112.87843605184028,-0.06039801083559837
2.610754055512453,53,11,0.2432161438951861,4350.460242253822,4349.322211089415,-1.1380311644070389,9.029549068142412,9.029549068142412,0.0,7.2492904395515865,7.249093243563992,-0.00019719598759415646,1722.0,1722.0,0.0,76.68254666477092,76.62894666066032,-0.05360000411060639,0.2373750026982785,8236.47075614945,8236.499195059243,0.028438909792384948,12.251725736957884,12.251725736957884,0.0,7.780134715474662,7.780148317429539,1.3601954877096034e-05,2928.0,2927.0,-1.0,117.08520422453903,117.12509877838811,0.039894553849080694
2.610754055512453,53,12,0.2926625629325348,4349.797284370009,4348.116569184813,-1.6807151851962772,11.284633287580673,11.284633287580673,0.0,7.240361836800121,7.2401741800226365,-0.00018765677748433518,1697.0,1696.0,-1.0,77.50529848365338,77.48252680791613,-0.022771675737246255,0.33622709001462875,8089.384600439724,8087.76990000811,-1.614700431613528,10.47017831945726,10.470179049618828,7.301615685406659e-07,7.767533735069675,7.767304496891457,-0.00022923817821762782,2905.0,2905.0,0.0,115.643942782814,115.62211471586372,-0.021828066950277503
2.610754055512453,53,13,0.31593052646291536,4281.689028779605,4283.285612051049,1.5965832714437056,8.857671834469711,8.844508364587695,-0.013163469882016443,7.23277085767463,7.2327448010058895,-2.605666874089252e-05,1688.0,1688.0,0.0,76.42214605847802,76.44183244509293,0.019686386614907292,0.2376314154341181,8145.302375705363,8145.783039514976,0.4806638096124516,11.209272994557399,11.209272994557399,0.0,7.79368900619343,7.793617686532974,-7.131966045648142e-05,2988.0,2988.0,0.0,114.85777829843983,114.88219218779221,0.024413889352388196
2.610754055512453,53,14,0.15959892215410076,4311.62266747781,4311.824393529546,0.20172605173593183,9.16840000929122,9.16840000928833,-2.8901325777042075e-12,7.235033739390519,7.235374331429144,0.0003405920386247985,1688.0,1688.0,0.0,76.59539443517095,76.57743174692386,-0.01796268824708136,0.5020319566786992,8027.490126736862,8028.039678831161,0.5495520942986332,11.731664430673101,11.731664430673101,0.0,7.761195118369592,7.761170763161914,-2.4355207678183888e-05,2893.0,2891.0,-2.0,115.49293208586678,115.46172114304518,-0.03121094282160186
2.610754055512453,53,15,0.45589661992825914,4266.772179680975,4264.942750201826,-1.82942947914853,8.289251776847479,8.289251776847475,-3.552713678800501e-15,7.246552092864703,7.246407713778434,-0.00014437908626874218,1712.0,1710.0,-2.0,74.64017794350987,74.58989058144135,-0.05028736206851647,0.5136622871149433,8123.011913640516,8121.557794316963,-1.4541193235527317,10.231347344396125,10.231347344396125,0.0,7.783385095881521,7.783454303024876,6.920714335478806e-05,2979.0,2978.0,-1.0,116.03324411941814,115.98123731025096,-0.0520068091671817
2.728909244083066,54,0,0.17542096186842798,4552.3502551384445,4551.875396308396,-0.47485883004810603,9.725745677731256,9.674934151478393,-0.050811526252863004,7.258075298172521,7.258094094154426,1.8795981905128656e-05,1726.0,1725.0,-1.0,81.06288303881071,81.02331748005209,-0.039565558758624775,0.7319820772870628,8370.021312178042,8369.23132039191,-0.7899917861323047,10.948701061017049,10.948701061017049,0.0,7.7687941532960565,7.768852903911375,5.8750615318459154e-05,2907.0,2908.0,1.0,121.86781444026265,121.84309415582474,-0.024720284437904638
2.728909244083066,54,1,0.5324997904048654,4537.502343520111,4539.241350506734,1.7390069866232807,9.60166999217464,9.601669992241654,6.701306176637445e-11,7.243617155076925,7.2436879238511365,7.076877421141603e-05,1705.0,1705.0,0.0,82.41661413263735,82.4735296996475,0.05691556701015088,0.46248251962598164,8538.268291984277,8540.31502514898,2.046733164703255,11.324212451524781,11.323281870250277,-0.0009305812745044051,7.789217194433647,7.7893694265878395,0.00015223215419268854,2989.0,2989.0,0.0,123.55996428244859,123.5880078921508,0.028043609702208983
2.728909244083066,54,2,0.37914036004448637,4645.171995279432,4645.668354387874,0.4963591084424479,10.627856152810315,10.627856152810443,1.2789769243681803e-13,7.253075566888621,7.252994050226388,-8.15166622336605e-05,1736.0,1736.0,0.0,85.50924507788244,85.56250200843692,0.05325693055448255,0.6535382505741174,8675.82566374695,8675.413737899977,-0.4119258469727356,11.904785978105556,11.904270294621385,-0.000515683484170637,7.793688804018936,7.793732326699812,4.35226808761513e-05,2990.0,2991.0,1.0,125.16028363559036,125.18610241339204,0.02581877780167474
2.728909244083066,54,3,0.23475106857284533,4500.570085371276,4499.016876528688,-1.553208842587992,9.627684943441597,9.627684943441597,0.0,7.243041634041299,7.2429553586379525,-8.627540334682493e-05,1695.0,1695.0,0.0,81.47972654001076,81.43825573231908,-0.04147080769168099,0.4792787658531126,8466.508785337115,8464.822749136882,-1.6860362002335023,11.506890715591789,11.506890686995817,-2.859597181270601e-08,7.784265846492999,7.784411718070403,0.00014587157740386658,2950.0,2950.0,0.0,122.54133098216423,122.45527313535487,-0.08605784680935358
2.728909244083066,54,4,0.43264367238953094,4684.037736327453,4682.678972914958,-1.3587634124951364,10.477781974189124,10.477781974189124,0.0,7.261973688315023,7.262132135563034,0.00015844724801095111,1748.0,1748.0,0.0,85.1006574429311,85.05631394156912,-0.044343501361979065,0.2991622326706665,8543.805165866108,8542.820501045037,-0.9846648210714193,11.539104438215046,11.540628681699825,0.0015242434847788644,7.781960763576903,7.78200132860417,4.0565027267014386e-05,2950.0,2948.0,-2.0,123.91256854555365,123.83142962185381,-0.08113892369983944
2.728909244083066,54,5,0.5925832853754094,4648.280646987853,4646.771569403541,-1.5090775843118536,11.303150742824858,11.303154506931516,3.7641066583660177e-06,7.26302258336091,7.263208550242117,0.00018596688120720017,1746.0,1744.0,-2.0,84.19551559132745,84.14036928785741,-0.055146303470039015,0.559677279268625,8730.58452380351,8729.86209358502,-0.722430218491354,12.953153218721857,12.96130104349234,0.00814782477048226,7.809978703678153,7.809897132963796,-8.157071435732632e-05,3031.0,3031.0,0.0,124.42932989362842,124.43343505677807,0.0041051631496458185
2.728909244083066,54,6,0.3987253341106354,4615.393187374154,4613.712648220779,-1.680539153375321,10.003493988296254,9.957944415727603,-0.04554957256865144,7.253145443912962,7.253247813174011,0.00010236926104845168,1735.0,1735.0,0.0,83.8251323933047,83.76100553388875,-0.06412685941594987,0.3162306427725559,8438.308353403136,8437.127900147232,-1.1804532559035579,11.512229748009645,11.512229748009645,0.0,7.78071858720944,7.780459405867688,-0.0002591813417520683,2922.0,2921.0,-1.0,121.2220778674797,121.22190324007607,-0.00017462740362361728
2.728909244083066,54,7,0.20730076795597052,4440.1835831311,4438.596631864282,-1.5869512668177777,9.097570177973816,9.097570177963133,-1.0683010032153106e-11,7.232919229468903,7.232794393134746,-0.00012483633415705242,1695.0,1696.0,1.0,80.8876473781132,80.85177331524821,-0.035874062864991174,0.42748588826880074,8500.967123163015,8499.823255689473,-1.1438674735418317,11.182475955018926,10.97026006051473,-0.21221589450419565,7.783371264342755,7.783316477008832,-5.4787333922945436e-05,2955.0,2955.0,0.0,122.66981804039811,122.6452857450838,-0.02453229531431589
2.728909244083066,54,8,0.3744399507306023,4590.873001861618,4589.92332714446,-0.9496747171579045,9.680849470444208,9.680849470444208,0.0,7.250807979386636,7.25090764424931,9.966486267387609e-05,1708.0,1708.0,0.0,82.65910942580528,82.6569571517278,-0.002152274077488414,0.42743755385289195,8440.90186875808,8440.174679473907,-0.7271892841727094,12.88994757947871,12.88994757947871,0.0,7.780975711978849,7.780972397885362,-3.31409348675038e-06,2955.0,2954.0,-1.0,122.72112098417585,122.69301409341081,-0.028106890765045023
2.728909244083066,54,9,0.1782637269316122,4548.131748930378,4547.55627110676,-0.5754778236187121,8.940297121926216,8.940297121926216,0.0,7.253703537362368,7.254018525162705,0.0003149878003370077,1749.0,1749.0,0.0,81.69790468307052,81.63965531216502,-0.058249370905500086,0.2843688791428064,8751.292900936678,8751.154087383446,-0.1388135532324668,10.311865420964267,10.311865420963827,-4.405364961712621e-13,7.806426488454114,7.80644176029983,1.5271845716036125e-05,3008.0,3007.0,-1.0,124.73662608841616,124.71687257108685,-0.01975351732930619
2.728909244083066,54,10,0.34573345781476145,4465.428594875234,4464.125954344396,-1.3026405308382891,8.945425691315616,8.945425691315616,0.0,7.230544298292313,7.23054117589711,-3.1223952028369695e-06,1698.0,1698.0,0.0,81.70187412342565,81.68139496110165,-0.02047916232400837,0.3040457168006585,8466.026330090628,8464.373258047333,-1.6530720432947419,12.177291836503649,12.177049847356471,-0.00024198914717743492,7.7924188059022335,7.792446491385013,2.7685482779205017e-05,2986.0,2985.0,-1.0,121.09414140605564,121.05850385262737,-0.03563755342827335
2.728909244083066,54,11,0.3073787532298153,4759.11389333041,4758.9515097928,-0.16238353761036706,9.427713059449868,9.427713150669108,9.121924016142202e-08,7.268044582157582,7.268249909800244,0.00020532764266167902,1743.0,1743.0,0.0,86.33578132522655,86.34008165511537,0.004300329888820897,0.2892807694023345,8639.147357490368,8639.154236991915,0.006879501546791289,13.859930385608209,13.860739449286552,0.0008090636783428806,7.7878439039624805,7.787739009686271,-0.00010489427620985481,2980.0,2980.0,0.0,125.80147909811384,125.82369452904325,0.02221543092940692
2.728909244083066,54,12,0.31989616719653324,4520.052583968248,4519.8126657664525,-0.23991820179526258,10.642766200133403,10.648731008095314,0.005964807961911234,7.248576045294987,7.248798646839878,0.00022260154489117667,1714.0,1715.0,1.0,81.14096032426126,81.10080503741865,-0.040155286842605165,0.5264466748507373,8631.4751052125,8630.618977374956,-0.8561278375436814,12.90987845972835,12.90987845972835,0.0,7.782100546985792,7.782120184986152,1.9638000360089336e-05,2935.0,2935.0,0.0,126.18288035535907,126.14415495033292,-0.03872540502615607
2.728909244083066,54,13,0.9512858121904884,4648.371610449642,4649.270538067179,0.8989276175370833,9.78496010350902,9.78496010350902,0.0,7.261751128716824,7.261906036703721,0.0001549079868965464,1734.0,1734.0,0.0,83.63785470569891,83.65537895248426,0.017524246785342257,0.24856736783217342,8558.821787080882,8560.233330246463,1.4115431655809516,11.037862163034653,11.03786216263881,-3.958433580919518e-10,7.800128096773677,7.800177665023247,4.95682495698091e-05,2970.0,2970.0,0.0,121.22272429118193,121.25846842088356,0.03574412970162655
2.728909244083066,54,14,0.36422161161526323,4589.734622459906,4589.555261147309,-0.1793613125973934,9.436845578002542,9.436845578002542,0.0,7.253850860428255,7.25378239170719,-6.846872106436308e-05,1730.0,1730.0,0.0,82.72733894663038,82.73996251572275,0.01262356909236928,0.32887571550555383,8699.419996989276,8699.437497118093,0.01750012881711882,11.640288463750128,11.640288463750128,0.0,7.806366155846134,7.806415412801658,4.925695552415732e-05,3012.0,3011.0,-1.0,123.63693114509091,123.64723878195866,0.010307636867750603
2.728909244083066,54,15,0.5886087652622259,4561.347962077205,4560.959084119774,-0.3888779574308501,11.456049570663284,11.456049570663284,0.0,7.230161305250718,7.230161160533918,-1.4471679943284244e-07,1697.0,1698.0,1.0,84.04208743301982,83.99547853988253,-0.04660889313728944,0.2449493058819988,8506.880781557118,8506.90625788224,0.025476325121417176,11.733755662721324,11.733755662721324,0.0,7.7926140440517235,7.79259473951865,-1.9304533073416508e-05,2976.0,2976.0,0.0,121.98022606614244,121.99194615529777,0.011720089155332403
2.852411795250579,55,0,0.4339707243496863,4723.897804894843,4724.441888739619,0.5440838447757415,9.471053422433155,9.471053422419406,-1.3749001936957939e-11,7.258262027967119,7.258632836898196,0.00037080893107699353,1724.0,1724.0,0.0,85.82727264392317,85.7967656420162,-0.030507001906968867,0.3546820240728833,9002.367880242324,9001.723426284969,-0.6444539573549264,10.965779684500298,10.965779684500298,0.0,7.800350235918914,7.800345074144244,-5.161774669915076e-06,3011.0,3011.0,0.0,131.8325501993067,131.81752069044836,-0.015029508858333429
2.852411795250579,55,1,0.28585587822239644,4842.672981027329,4842.183849001323,-0.489132026005791,10.116585222944318,10.116585222944318,0.0,7.259517174091916,7.259541264742648,2.4090650732055963e-05,1734.0,1734.0,0.0,88.80700350277226,88.79668445099153,-0.01031905178072634,0.3141414389324115,8862.627570845827,8862.105988981777,-0.5215818640499492,10.994146260728199,10.994146260728199,0.0,7.77859868561059,7.778573113993449,-2.5571617141117997e-05,2952.0,2952.0,0.0,132.543198876193,132.5259129730569,-0.017285903136098568
2.852411795250579,55,2,0.3230568044762957,4770.965119963588,4770.693925864743,-0.2711940988456263,9.87262812233357,9.87262812233357,0.0,7.237501827742819,7.237627455159469,0.0001256274166498983,1702.0,1701.0,-1.0,89.81932971827653,89.77952776552755,-0.0398019527489879,0.32004730384108493,9077.511856287516,9076.06798590063,-1.4438703868854645,11.482271326112215,11.482271327479493,1.3672778464979274e-09,7.810450189122961,7.810556847190828,0.00010665806786658294,3017.0,3019.0,2.0,131.5642322051568,131.52156650892698,-0.042665696229818195
2.852411795250579,55,3,0.46995234693336,4552.843174547572,4552.24658904834,-0.5965854992318782,10.36685362934758,10.36685362934758,0.0,7.240108831219152,7.2399688497039145,-0.00013998151523786362,1701.0,1699.0,-2.0,83.81131153244145,83.81054536850151,-0.0007661639399429987,0.26038968838942755,8947.599567871686,8947.141530463694,-0.4580374079923786,10.365914912067316,10.365914912067316,0.0,7.7899485328085305,7.790006555338056,5.8022529525914024e-05,2998.0,2998.0,0.0,132.2547531588797,132.2435184427455,-0.011234716134197242
2.852411795250579,55,4,0.23165508918602745,4846.77959506903,4845.848589578182,-0.931005490847383,10.154609192247664,10.154609192247664,0.0,7.243507302828802,7.2435695197803485,6.221695154629003e-05,1726.0,1727.0,1.0,91.37216921082286,91.31127021143155,-0.060898999391312714,0.210484806627469,8985.417681636798,8984.413536012675,-1.004145624123339,11.26314498373858,11.26314498373858,0.0,7.79978235473006,7.799857108689425,7.47539593648483e-05,3001.0,3001.0,0.0,131.5544290954491,131.4963185604847,-0.05811053496441332
2.852411795250579,55,5,0.9900791975364427,4777.928421699321,4776.7592323535155,-1.1691893458055347,10.128518405429986,10.128518405429986,0.0,7.244654441287792,7.244498980907837,-0.00015546037995495254,1716.0,1715.0,-1.0,90.12434256364601,90.14569292880299,0.021350365156976636,0.5654053613049503,9014.032570651423,9012.688281057606,-1.3442895938169386,12.54396685157515,12.587684641488437,0.043717789913287675,7.805684703931975,7.80569677065638,1.2066724404569129e-05,3037.0,3037.0,0.0,131.76274043659433,131.73177436850892,-0.03096606808540514
2.852411795250579,55,6,0.3306830529508331,4898.691556142141,4897.256545970093,-1.4350101720483508,10.147396478099141,10.147396468768854,-9.330287653597225e-09,7.2492788098191,7.249081540971117,-0.00019726884798298983,1715.0,1715.0,0.0,91.14385342097685,91.1325272930406,-0.011326127936257535,0.34086884914633414,8973.573134594451,8972.469102635676,-1.104031958775522,11.910638821104278,11.910638821104278,0.0,7.7949665240588,7.794932362014158,-3.4162044642016554e-05,3010.0,3010.0,0.0,133.4126720193798,133.38666475334793,-0.026007266031882637
2.852411795250579,55,7,0.44055439012109077,4667.085917116794,4666.501183620791,-0.5847334960026274,9.242815983461822,9.20711136554276,-0.03570461791906254,7.246176704426385,7.246369168926773,0.00019246450038767904,1717.0,1717.0,0.0,86.01274404694519,85.98286815133673,-0.029875895608455494,0.23791568801760377,9054.497696743372,9054.54714825372,0.04945151034735318,11.349752444318105,11.349752623392948,1.7907484384238614e-07,7.798778521573592,7.798723203364215,-5.531820937676457e-05,3001.0,3000.0,-1.0,133.12189797150046,133.1564982054504,0.034600233949930725
2.852411795250579,55,8,0.3201499331605545,4794.252867491001,4792.8691805707695,-1.383686920231412,10.623211521843938,10.623215939064023,4.417220084818041e-06,7.25501499747094,7.25472415147183,-0.0002908459991095569,1716.0,1715.0,-1.0,87.91424590560455,87.8973859920526,-0.016859913551940053,0.7685357635305763,8760.565540185169,8759.316019347523,-1.2495208376458322,11.224796973264741,11.224796973264741,0.0,7.794386755350609,7.794281186192902,-0.0001055691577072082,3009.0,3009.0,0.0,128.48433193216584,128.48817147291953,0.0038395407536881976
2.852411795250579,55,9,0.29739519816135485,4889.676052622219,4888.9448977609445,-0.7311548612742627,10.711389259994753,10.711389259994753,0.0,7.248272758797485,7.248158273915012,-0.0001144848824736755,1720.0,1720.0,0.0,91.57414048994211,91.59453144254704,0.020390952604927293,0.37180727082668197,8768.296448560639,8767.382040730958,-0.914407829681295,10.693484900934681,10.693484900934681,0.0,7.781808836467744,7.781613004008692,-0.00019583245905163693,2953.0,2953.0,0.0,129.6129002661754,129.62929003888,0.01638977270459918
2.852411795250579,55,10,0.20569928930722942,4863.774490466608,4863.026536033066,-0.7479544335419632,11.67097490187138,11.51430565870987,-0.15666924316150954,7.250122871727735,7.250235357900019,0.00011248617228432067,1724.0,1723.0,-1.0,91.70287405716417,91.62588254683929,-0.0769915103248735,0.2596596041703275,9177.933740782122,9177.264440072127,-0.6693007099947863,11.620590881517336,11.620590881517336,0.0,7.798401584699878,7.7983549847960685,-4.659990380950774e-05,2994.0,2994.0,0.0,136.512579215413,136.49225778701776,-0.020321428395249086
2.852411795250579,55,11,0.42733479991887363,4859.430284424625,4858.105490197759,-1.3247942268662882,9.975580808220018,9.975580808220018,0.0,7.261970148460068,7.261865182992835,-0.00010496546723270939,1734.0,1734.0,0.0,89.19076529372445,89.15849222515209,-0.03227306857236556,0.2883075081757633,8812.33237348944,8810.440444994892,-1.8919284945477557,12.444976924057578,12.444976924057578,0.0,7.777451457833296,7.7775161866836005,6.472885030461839e-05,2946.0,2945.0,-1.0,131.03354084097535,130.96041645431077,-0.0731243866645741
2.852411795250579,55,12,0.28727732788074223,4813.68348965425,4813.633822165515,-0.04966748873448523,10.327413445349544,10.327413445349544,0.0,7.239741263061994,7.23968221410451,-5.904895748365391e-05,1711.0,1710.0,-1.0,91.14229840811771,91.14441563484084,0.0021172267231293063,0.6907037749711744,8988.301103221569,8987.302188013145,-0.9989152084235684,12.002479043087384,12.002479744618908,7.015315244274234e-07,7.780404706338502,7.780313480431298,-9.122590720433976e-05,2945.0,2945.0,0.0,133.90520579443123,133.86633725606632,-0.038868538364909
2.852411795250579,55,13,0.47697393805188554,4706.737850039196,4706.543035879714,-0.19481415948212089,11.018739224375595,11.01873922437601,4.1389114358025836e-13,7.228364723602613,7.228307513595855,-5.721000675862342e-05,1685.0,1685.0,0.0,87.94521807164,87.9282805188417,-0.01693755279829645,0.23637661687508063,9168.883157699496,9167.486773338278,-1.3963843612182245,11.012319770866496,11.012319770866496,0.0,7.808131161643591,7.808006556860888,-0.00012460478270348574,3018.0,3018.0,0.0,132.97900607162532,132.96394282445348,-0.015063247171838157
2.852411795250579,55,14,0.45493882402212715,4671.933308969818,4672.273606789482,0.3402978196636468,10.12920069334063,10.129200693340925,2.948752353404416e-13,7.246963906683462,7.247055856811009,9.195012754759091e-05,1722.0,1721.0,-1.0,87.04977938177286,87.04274355229505,-0.007035829477814559,0.30426715646719615,9135.144752825432,9134.982671772435,-0.16208105299665476,11.241501731527759,11.241501731527759,0.0,7.818279582708387,7.818263603905694,-1.5978802692551142e-05,3065.0,3065.0,0.0,132.43663760543592,132.44325839264945,0.006620787213535095
2.852411795250579,55,15,0.5675734576953946,4676.021813252133,4675.244256044664,-0.7775572074688171,9.961531199549132,9.961531199549132,0.0,7.235420648350301,7.235419140782644,-1.5075676573772512e-06,1703.0,1704.0,1.0,87.79967219894112,87.77108778273106,-0.02858441621006591,0.34644063315467344,8798.881569280715,8798.337927918765,-0.5436413619499945,13.292427593318765,13.292427594632331,1.313566144744982e-09,7.767306476638992,7.767309089595312,2.6129563197585526e-06,2928.0,2928.0,0.0,132.10063994523455,132.08471792855397,-0.01592201668057669
