matrix_size,lesion_sigma_px,sigma,n_pairs,dprime_analytic,h0_bottleneck_normalized,h0_bottleneck_normalized_se,h1_bottleneck_normalized,h1_bottleneck_normalized_se
64,7.0,8.0,16,1.5508971193961139,0.10586389013408727,0.0038243573585358087,0.10920566170697663,0.0019330406178235465
64,7.0,12.0,16,1.0339314129307426,0.0759690469450821,0.0013187652132330082,0.0780364554959499,0.001270673933243191
64,7.0,20.0,16,0.6203588477584455,0.048503464600516855,0.0002772346209807539,0.04918277763838423,0.00020150920261446283
96,3.0,0.25,16,21.269446210866192,0.74836539679637,0.04714610597706558,0.7621562950745704,0.05537515791832713
96,3.0,0.35,16,15.19246157919014,0.7298686932928071,0.057057384621420154,0.6985145846466478,0.051284054006267135
96,3.0,0.5,64,10.634723105433096,0.5724938026742549,0.026613305725829612,0.47193265079115077,0.0234279652581635
96,3.0,0.65,64,8.180556234948535,0.48734736842577386,0.02588589310764667,0.39303433642070096,0.027386474275798284
96,3.0,0.8,64,6.646701940895685,0.3268131987436729,0.020392500487206824,0.2631956731890298,0.01589131366282652
96,3.0,1.0,64,5.317361552716548,0.2444148666690711,0.015164918384726476,0.24400676765512214,0.01662314824718573
96,3.0,1.25,64,4.253889242173239,0.18566991831356122,0.011797998720182142,0.16728721748575173,0.009458040521900952
96,3.0,1.6,64,3.3233509704478426,0.15122760593459708,0.008301160281565642,0.16660018035356383,0.012662775357802608
96,3.0,2.0,64,2.658680776358274,0.13950218309740578,0.008516456232146422,0.14490838371926407,0.007707796813288646
96,3.0,2.5,64,2.1269446210866194,0.11771516111969166,0.0061917790346572125,0.13157141118363888,0.00803973939729475
96,3.0,3.2,64,1.6616754852239213,0.11056184763087855,0.005794489925547608,0.10954255296230034,0.005778985919378694
96,3.0,4.0,64,1.329340388179137,0.09220096966356109,0.004431166452710884,0.10437919997506934,0.004731161219018243
96,3.0,5.0,64,1.0634723105433097,0.08509371159868301,0.0038130620154062517,0.09387432268637136,0.0040707813480304784
96,3.0,6.5,16,0.8180556234948535,0.07063451529141289,0.003161665276195462,0.08167818464645014,0.005992081610776697
96,3.0,8.0,16,0.6646701940895685,0.07154316612389568,0.0049001683328716485,0.07682077789491377,0.004728805765325539
96,3.0,12.0,16,0.443113462726379,0.05850295684781785,0.0030189232996371182,0.06206472184584,0.0034978638903589783
96,3.0,20.0,16,0.2658680776358274,0.042909465525901316,0.0016317530160684546,0.04003567749003479,0.0007588387583886163
96,5.0,0.25,16,35.449077018110316,0.9256216929755361,0.06086459447428278,1.228026123445134,0.05594841171927845
96,5.0,0.35,16,25.320769298650227,0.9784075003729725,0.03750661136879824,0.9076070004625616,0.03186001144921642
96,5.0,0.5,64,17.724538509055158,0.8373824149403308,0.020935127292339376,0.6938027414280444,0.02328796016192344
96,5.0,0.65,64,13.63426039158089,0.6779969397137822,0.023298100663522083,0.5081592719421251,0.019716682697076614
96,5.0,0.8,64,11.077836568159473,0.4957998777935475,0.020872748793291887,0.4013926136095556,0.014694902228474586
96,5.0,1.0,64,8.862269254527579,0.3963052752259215,0.019113488134374645,0.3390454955818027,0.01682894414470645
96,5.0,1.25,64,7.0898154036220635,0.29524880140852505,0.013442526719627354,0.25609785092737297,0.01399634200142019
96,5.0,1.6,64,5.538918284079736,0.24349902012441021,0.013492734822436287,0.2202472049067557,0.009861184818053589
96,5.0,2.0,64,4.4311346272637895,0.17608973653998072,0.0073750213153234755,0.20237456213952704,0.010563747142363245
96,5.0,2.5,64,3.5449077018110318,0.17196505579311644,0.009284335076198686,0.17193730923805756,0.0068439407450658005
96,5.0,3.2,64,2.769459142039868,0.15131262439731416,0.00674392406777494,0.14945300478751164,0.005405208370984742
96,5.0,4.0,64,2.2155673136318947,0.11301475853385426,0.0044338516811828895,0.13127529021431122,0.004603445653995086
96,5.0,5.0,64,1.7724538509055159,0.10886861555292932,0.003954190492552381,0.12236474645444315,0.004136537826543002
96,5.0,6.5,16,1.363426039158089,0.09428887874162027,0.007502809873880167,0.10144212133943144,0.0042424339632229965
96,5.0,8.0,16,1.1077836568159474,0.0820670492078285,0.004474141054992676,0.09155417662208552,0.004463696843882341
96,5.0,12.0,16,0.7385224378772982,0.0694466693848456,0.002681241185268576,0.06521148350419104,0.0025860453044063538
96,5.0,20.0,16,0.44311346272637897,0.04536687169748477,0.0009915106517412965,0.047128147585946537,0.0007159617365441905
96,7.0,0.25,16,49.62870782535444,1.1149081292469487,0.04040625040153382,1.1907487862571156,0.05335149927396808
